name,cuisines,rest_type,rate,dollar_sign,restaurant_value,x,y
Chilli Chicken,FastFood,QuickBites,3.1,2,0,0.19216561742759325,0.8597578085535086
Chaitanya Veg,SouthIndian,QuickBites,3.2,1,1,-0.862274916358072,0.19487449128401202
7 Plates,NorthIndian,QuickBites,3.9,2,3,1.4091775476278667,0.3205417644597351
Munchies,FastFood,QuickBites,3.9,1,3,0.21839330898955092,0.20841763037611047
Cafe Idly,SouthIndian,QuickBites,3.7,1,2,0.6867345447301786,-0.477288372156117
Al Swaad Take Away,NorthIndian,QuickBites,3.1,1,0,0.931639574465269,0.8823233267531434
Ambur Star Briyani,NorthIndian,CasualDining,3.7,2,2,1.1456430195015028,1.1802149141287297
Airlines Hotel,SouthIndian,QuickBites,4.0,1,4,1.0771537565652876,-1.5455264402293443
Pai Vihar,SouthIndian,QuickBites,2.8,1,0,-0.08859660557104312,1.3868110861640555
Height's Cafe - Hotel Bangalore International,Continental,CasualDining,3.2,3,1,-0.9975128388264133,0.5699364967258733
Charminar Kabab Paradise,NorthIndian,CasualDining,4.0,2,3,0.8120550498275683,0.42930367275397463
Paratha Xpress,NorthIndian,QuickBites,3.0,1,0,-0.11104612689831551,-0.5244816290107485
The Chariot,SouthIndian,QuickBites,2.9,1,0,0.1723259464554632,1.3005813461051556
The J,FastFood,QuickBites,4.0,1,3,0.05885708386392395,0.7354332389673925
Bangalore Bytes,FastFood,QuickBites,3.0,1,0,1.0750519362437945,-0.6607482899983269
Siridhanya Upahara Darshini,SouthIndian,CasualDining,3.4,1,1,-1.0852733565169284,0.9564738020194052
Hotel Chandrika,SouthIndian,CasualDining,3.8,1,2,1.6978998706896413,0.1793005634984486
Gowdru Hotel,SouthIndian,QuickBites,3.9,1,3,1.0377571815359303,1.987012151034825
Kadamba Foodline,Chinese,CasualDining,3.7,1,2,2.1182558494483668,-0.6265676540718217
Mountain Spice,Chinese,QuickBites,3.9,1,3,-1.9831779727461432,-0.31766544932338864
Kabab Nation Corner,Chinese,QuickBites,3.0,2,0,0.5895679497553845,0.12403381869037466
The Grand Taj,NorthIndian,QuickBites,3.2,1,1,-0.12820301460346004,0.14461851766890882
Kumbakonam Degree Coffee,SouthIndian,QuickBites,3.8,1,2,1.0369251077747448,0.23310448934451308
C Sharp Kitchen,NorthIndian,CasualDining,3.4,2,1,-0.7337825704655802,0.4627605505036513
Red Lantern,Chinese,CasualDining,3.7,2,2,1.1652097292106507,-1.6723755130534497
Chung Wah Express,Chinese,CasualDining,2.8,2,0,-0.19850232834376105,0.29814228144306837
GMT - Gelateria Montecatini Terme,Desserts,QuickBites,4.4,1,3,0.3214855686347893,-0.01521113993676744
Gokul Kuteera,NorthIndian,CasualDining,3.9,2,3,-1.159312347903818,0.5598122943193072
Caffe Maven,Chinese,QuickBites,3.4,1,1,0.42750141031642513,0.5147554499505675
Popat,NorthIndian,QuickBites,3.2,1,1,2.3601248618598936,-1.0221092699175447
Masala Central,NorthIndian,QuickBites,3.7,1,2,1.265163285024155,0.3105753690556165
Daily Bite,Desserts,QuickBites,3.0,1,0,1.9127127615724535,0.5470820597624061
Ta'aam,NorthIndian,CasualDining,4.1,2,3,1.749630644163443,-0.0852520524002957
Little White Kitchen,Chinese,QuickBites,3.8,1,2,-0.7617234256528407,0.08741932530077805
Taipan,Chinese,CasualDining,3.0,2,0,-0.4832043251654313,-0.2688788095404447
Ideal Kitchen,NorthIndian,QuickBites,3.0,1,0,-0.9586018497254303,1.7347320664328827
OCEA HOTEL,NorthIndian,CasualDining,3.7,2,2,-0.1788183062917937,-1.0922588431028315
Bhavani Sri,Andhra,CasualDining,3.0,2,0,1.1195772226865128,-0.34615412143336577
Meaza Ginger Multi Cuisine Restaurant,NorthIndian,CasualDining,3.6,2,2,0.9273141756761403,1.4258383166893396
The Jungle Terrace,Continental,CasualDining,3.0,2,0,-0.37976591686646316,0.9344947804264078
Roll Junction,FastFood,QuickBites,2.9,1,0,-0.8707498279765099,1.2253332798631527
Amritsari Kulcha Bite,NorthIndian,QuickBites,3.9,1,3,-0.40998757135231884,-0.51128155354868
Shalimar,NorthIndian,CasualDining,4.0,2,3,-0.3673235336391422,1.118640658802685
Indira Darshini,SouthIndian,QuickBites,3.6,1,2,0.7548030044431179,0.909781699940677
Aagaman Veg,NorthIndian,CasualDining,4.0,2,3,0.92080097077903,0.36443842035331614
The Rice Bowl,Chinese,CasualDining,4.3,3,3,0.5376182268470798,0.6919955247341972
South Inn,SouthIndian,QuickBites,3.1,1,0,1.1062014675504104,1.618565719661724
Pathy's Kitchen,Andhra,QuickBites,3.0,2,0,-1.761050330913878,1.7059309789384454
Happy Fillings,Chinese,QuickBites,3.4,1,1,0.8778390812362108,-1.7935883466694782
Shezan,Chinese,CasualDining,4.1,2,3,1.1404141673057115,0.18518914191270155
Hotel Green Tara,Chinese,CasualDining,3.9,2,3,-0.6270021232511385,1.078571691405485
Bangalore Mandarin,Chinese,CasualDining,4.2,3,4,-1.7954308584383272,1.6387845759976827
Bheema's,Andhra,CasualDining,4.0,2,4,-0.330683428999961,1.8563883890872648
Danny Lambas Punjabi Dhaba,NorthIndian,CasualDining,3.0,2,0,-1.0007613540996645,1.5491523026363074
Kenny's Restaurant,Chinese,QuickBites,3.6,1,2,0.17892113135693308,0.23841214010680253
Fat Buddha,Chinese,CasualDining,4.0,3,3,-0.27695820003723026,-0.27009973095331885
Ramana's,NorthIndian,CasualDining,4.0,2,3,-1.549694209995029,-0.045830213983884545
Fujan,Chinese,CasualDining,3.6,2,2,-1.2507532293509085,0.976641622759722
Raaga,NorthIndian,CasualDining,3.8,3,2,-2.1902147652014525,-0.8081954764633532
Lazio Steaks & More,Continental,CasualDining,3.9,3,3,-0.7271275837699843,-0.3004041748358824
Chung Shan Chinese Restaurant,Chinese,QuickBites,3.7,2,2,0.34437572312494485,-0.610129365678467
Marathi Biriyani House,SouthIndian,QuickBites,3.3,1,1,1.9040035528269486,1.5135304731364956
Xian,Chinese,CasualDining,3.8,2,2,-0.9786326995842491,0.3582542368196122
Crescent Avenue - Hotel Bangalore International,NorthIndian,CasualDining,3.6,3,2,0.9234849471909272,-0.6762759018039155
New Kudla Family Resturant,NorthIndian,QuickBites,3.2,1,1,-1.1169225995436896,1.1073645760794673
Mummy Dhaba,NorthIndian,QuickBites,3.2,1,1,0.7741644212258741,-0.7944940681951987
Donne Biryani Mane,Biryani,QuickBites,3.2,1,1,-0.18474184696595242,-0.3755942704714535
Little Chef,Chinese,CasualDining,4.0,2,3,-0.8767813486109278,-0.7722867295925738
Gundappa Donne Biryani,Biryani,QuickBites,3.7,1,2,-1.057968773579775,-0.788924307703523
Aathithya,NorthIndian,CasualDining,3.1,3,0,0.7258570511116735,0.41823570664114457
Nagashree's,SouthIndian,CasualDining,2.9,2,0,-0.5524880578656826,-2.4170101115346845
Gowdara Naati Mane,SouthIndian,QuickBites,3.4,2,1,0.4344568594425117,-0.7362679645290746
Kamat's Palate Korner,NorthIndian,CasualDining,4.1,2,3,1.3432032789601522,0.7146753531286608
Bhagini Icon Boutique Hotel,SouthIndian,CasualDining,3.1,2,0,-1.1162841755791575,-0.7089523397420555
In Wok,Chinese,CasualDining,3.6,2,2,-0.6135921840865394,1.2208096052980861
Aromas Of South,SouthIndian,CasualDining,3.7,3,2,-0.5398456883553016,0.26005929026578745
Allana Kabab,NorthIndian,QuickBites,3.3,1,1,-0.6856869561136729,-0.4162912222046806
Home Treat,NorthIndian,QuickBites,3.1,1,0,0.9345828233654404,-0.495233070849907
Manjit Da Dhaba,NorthIndian,QuickBites,4.3,1,4,-2.1765991034186674,-0.9777128148378096
Halli Mane,SouthIndian,QuickBites,3.2,1,1,-0.3770302810530927,-1.8171240951917735
Taj Hotel,NorthIndian,CasualDining,3.7,2,2,-0.47718868718733715,-1.7716480127123657
Foody's,NorthIndian,QuickBites,3.8,1,2,-0.03683195595835862,-0.31681517056339803
Masala Oota,SouthIndian,QuickBites,3.6,2,2,-0.20318313879137126,-0.3569910296869851
Sri Ayodhya Veg,SouthIndian,QuickBites,3.6,1,2,0.5169911678755931,-0.8173133415682136
Hotel Fine,NorthIndian,CasualDining,3.0,1,0,-0.3551846181427455,0.012339898709024869
Khazana Food Paradise,NorthIndian,QuickBites,4.1,1,3,-1.313780378227831,0.6216808470041049
Mandarin Box,Chinese,QuickBites,3.9,2,3,0.6235084041111902,2.2764866776755928
Pashto,NorthIndian,CasualDining,4.1,2,4,1.8528681793921475,-0.82422514138925
The Biryani Paradise,Biryani,QuickBites,3.8,1,2,0.7041174936746699,-1.9346463240559921
Stars 'N' Stripes,NorthIndian,QuickBites,2.7,2,0,-1.7632488192331028,1.314447464276369
New Prashanth Naati Style,SouthIndian,CasualDining,3.8,1,2,-0.7544523573097439,-2.7145108798825555
Mel's Korner,FastFood,QuickBites,3.8,2,2,0.7322089872447037,-0.4528526053820741
Halli Oota,SouthIndian,CasualDining,3.3,1,1,-0.006965765171176044,-1.1417492528734028
Stir Fry,Chinese,CasualDining,4.0,2,3,-0.7724721952190279,0.58347719753173
Sri Krishna Foodline,NorthIndian,QuickBites,3.3,1,1,-0.40125808643730526,-0.0966835401718013
Indy's Comfort Food,NorthIndian,QuickBites,4.1,1,3,-2.175860461640531,-1.0700717507677542
Chaithanya Andhra Style Family Restaurant,Andhra,CasualDining,3.2,2,1,0.6089554995706669,-0.7490615657519233
New Kohinoor Hotel,NorthIndian,CasualDining,3.2,1,1,1.7120252812044343,-2.428067411932882
RR Catering,NorthIndian,QuickBites,3.4,1,1,0.5131120817232872,0.16220445581925658
Ambur Hot Dum Biryani,Biryani,QuickBites,3.1,1,0,0.3348108448874594,-1.1302170819882726
Kanis Kitchen,SouthIndian,QuickBites,3.6,1,2,-1.1931279177134038,0.807158516916592
Bhaiya Ji Food Court,NorthIndian,QuickBites,3.0,1,0,-0.08650880534687021,-0.1942688019335398
Zaiqa,NorthIndian,QuickBites,3.4,1,1,-0.5772943367703888,0.5762125169665939
Bhaiyaji Food Court,NorthIndian,QuickBites,3.4,1,1,0.44032578609453443,-0.4440828642779925
Tandoor Da Funda,NorthIndian,QuickBites,3.6,1,2,-2.0942675128583685,1.1587884142191864
Skyline Family Restaurant,NorthIndian,CasualDining,3.4,2,1,-0.33540888610722125,0.3436312905737864
Casa Express,Chinese,QuickBites,2.6,1,0,0.8125674634944186,0.7019640000839359
Pappu Chaiwalla,FastFood,QuickBites,3.3,1,1,0.9546632946229276,-0.19977718708634565
Akshaya Sambrama Veg Restaurant,SouthIndian,QuickBites,3.2,1,1,2.2744016789183146,0.9045093890859849
Royal Restaurant,NorthIndian,QuickBites,3.2,1,1,0.4158310896720208,-2.276260491285498
Shree Sadguru Refreshment,SouthIndian,QuickBites,3.2,1,1,0.6804537225003464,0.2005801299440434
Hotel Nisarga Grand,SouthIndian,CasualDining,3.6,2,2,-0.35846008570734533,0.6399584542651207
Baahubelly,SouthIndian,CasualDining,3.8,2,2,0.23430645668759298,0.3324892679625117
Deccan Spices,Biryani,QuickBites,3.7,2,2,-0.243270026122431,0.060033894122982975
Sri Rama,SouthIndian,QuickBites,3.2,1,1,0.18065396497789216,-0.8458532728873449
Pooja Veg,SouthIndian,QuickBites,3.1,1,0,-0.7420247077999066,-1.1736461467788617
Funjabi,NorthIndian,CasualDining,3.0,2,0,0.8702686161841205,-1.1166931433174472
Eatato Snack Bar,NorthIndian,CasualDining,3.3,1,1,0.27637788791414053,-0.5590417077613332
The Bengaluru Brasserie - Hyatt Centric MG Road,Continental,CasualDining,4.1,4,3,-0.6410288592377381,-1.456988391968721
Shilpa Veg,SouthIndian,QuickBites,3.6,1,2,0.17576234160398785,-1.9973918981386898
The Permit Room,SouthIndian,CasualDining,4.0,3,4,0.07631237449628067,0.6572722536175443
Yak's Kitchen,Chinese,QuickBites,4.0,1,3,0.6638973840356003,-0.2974469365671856
MoXa Bistro,Continental,CasualDining,3.9,3,3,0.816141127893144,0.34295997209008383
Hotel Shangrila,Chinese,CasualDining,3.7,2,2,-2.444066438425486,0.8247738963328366
The Chevron Brigade,FastFood,CasualDining,3.3,3,1,-0.2465517137430364,-1.0340620318221747
Samarkand,NorthIndian,CasualDining,4.1,3,4,-0.18321485144140728,-0.8922103057081199
Carnatic,SouthIndian,CasualDining,4.2,3,3,-3.4292908457651463,0.07834554713902447
Tree Tops Bar & Kitchen,NorthIndian,CasualDining,4.4,3,3,-1.052806483789908,-0.387686759920318
Mahjong Room - WelcomHotel Bengaluru,Chinese,CasualDining,4.6,3,3,-1.3752289266246314,0.1720816935648728
Smaaash,NorthIndian,CasualDining,4.2,3,3,0.7885683816306673,1.4854517355208212
Hamza,NorthIndian,CasualDining,3.9,2,3,0.8553382710293054,0.09293388537635995
Roomali,NorthIndian,CasualDining,4.0,3,3,-1.980537667030364,-1.3675595931856086
New Hilal Restaurant,NorthIndian,CasualDining,4.0,2,3,-1.0849298485089611,-0.328186189224784
Palmgrove,NorthIndian,CasualDining,4.0,2,3,-0.022497778778353194,0.21955989403551232
MTR 1924,SouthIndian,QuickBites,4.2,1,4,-1.2608054007750182,-1.2127966855367767
Al Noor,NorthIndian,QuickBites,3.7,1,2,-2.6670831752989823,0.27389073830874816
Kamat Hotel,NorthIndian,CasualDining,3.6,1,2,-0.3159924141102734,-1.2893686348016846
Chaithanya Delicacy,NorthIndian,CasualDining,3.7,2,2,-1.9514216788278085,-0.6005209239887156
The RoofTop,NorthIndian,CasualDining,3.3,3,1,-0.884876438291146,-0.011285246902150499
Mighty Small,Continental,CasualDining,4.1,3,3,-1.3116414812654416,-1.159485013743276
Jaisalmer,NorthIndian,CasualDining,3.7,2,2,0.6374800290732242,-0.29567489853960494
Coco Grove Beer Cafe,Continental,CasualDining,3.8,2,2,-0.439386154428451,0.37540916037897326
The Lounge - The Chancery Pavilion,Chinese,CasualDining,3.7,4,2,1.4550569155825759,-0.3045733275632445
Alibi - Maya International Hotel,NorthIndian,CasualDining,1.8,3,0,0.8617166886884895,0.05186650426895754
Lifetree CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,NorthIndian,CasualDining,3.4,2,1,1.488700549537336,0.6484411956264173
Amnesia - The Poolside Bar,NorthIndian,CasualDining,3.7,4,2,-0.357828694090674,0.24718026166672843
Engine,Biryani,CasualDining,3.3,2,1,0.9623314465420393,-1.1793882327602012
Lotus Royal Cuisine,NorthIndian,CasualDining,3.3,2,1,1.8283211478759622,0.8968926139501872
Green Paprika,NorthIndian,CasualDining,3.3,3,1,1.0530648567894874,0.18283396251374956
Siddiqu Kabab Center,NorthIndian,QuickBites,4.0,1,3,-0.37552998388731595,1.3751473990766776
Indian Coffee House,SouthIndian,QuickBites,4.0,1,4,-0.7295389969300666,-0.33527493495083927
Siddappa Hotel,SouthIndian,QuickBites,4.1,1,3,-0.6230980113076512,-0.06056793313964
Kentacky Chicken Corner,Andhra,QuickBites,4.0,1,3,0.32842942224589705,-1.112157712607563
Nisarga Garden,SouthIndian,QuickBites,4.0,1,3,0.5505910614191546,0.5106108652809537
Sri Saravana Bhavan,SouthIndian,QuickBites,3.9,1,3,-1.0542464387402417,-0.8648277825970632
Vishnu Sagar,SouthIndian,QuickBites,3.0,1,0,-1.828640838077387,0.848304260821253
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,Biryani,QuickBites,3.6,1,2,-1.6456727084941665,-0.18475919396282434
Hotel Ajantha,SouthIndian,QuickBites,3.9,1,3,-0.8437664235915181,-1.6472486626461869
Hotel Metropole,NorthIndian,QuickBites,2.9,1,0,-0.2754555850363988,0.6167476020263724
Ram Prasad Veg,SouthIndian,QuickBites,3.6,1,2,-1.2641017695145416,0.02691717306476359
North Indian Hotel,NorthIndian,QuickBites,3.0,1,0,-0.41580429630675175,-1.2251991497269314
Bettaiah Military Hotel,SouthIndian,QuickBites,3.3,1,1,0.6093577335747653,0.4496731308195419
Lemon Rice,SouthIndian,QuickBites,3.4,1,1,-0.8381433761956971,-0.7534862232910982
K V Canteen,SouthIndian,QuickBites,3.0,1,0,0.919455089798392,2.7244682392026305
Vyshali Food Corner,NorthIndian,QuickBites,3.6,1,2,0.5817748547101695,0.5129919587025674
Sangam Kabab Corner,FastFood,QuickBites,3.1,1,0,-0.28223901687946257,-2.4168395872979582
Hotel Kanchan's Fish & Chicken,SouthIndian,QuickBites,3.3,1,1,-1.7021175186639288,0.43996092466732933
Kavya Sagar,SouthIndian,QuickBites,2.9,1,0,-0.03255510208732017,-2.07712105157299
Mr. Anbu'g Ambur Biryani,Biryani,QuickBites,3.2,1,1,0.30464530334982154,-0.2240184197761391
R S Lunch Home,SouthIndian,QuickBites,3.4,1,1,-0.4289544964017356,0.6007543547191944
Sona Chicken Kabab,NorthIndian,QuickBites,3.2,1,1,-1.0005329628708701,0.3543632579899634
New Select Hotel,SouthIndian,QuickBites,3.4,1,1,0.04039260332918618,0.40265945693473887
Hotel Ashoka,SouthIndian,QuickBites,3.7,1,2,-0.9404017845852739,1.6447319807015053
Sagar Chats,Chinese,QuickBites,3.8,1,2,-1.4971141564398514,-1.0328051114243624
Hotel Vinitha,SouthIndian,QuickBites,3.2,1,1,-0.25082641910358366,0.06797827979911217
Sultan Shah's Restaurant,NorthIndian,QuickBites,3.2,1,1,-0.31150437602577,-0.4638900138894488
New A1 Chicken Biryani Point,Biryani,QuickBites,3.1,1,0,0.2286747220274093,-1.3001364337963437
MDP Coffee House,SouthIndian,QuickBites,3.0,1,0,-0.8733025618998539,-0.821023190596522
Bharathi Dosa Camp,SouthIndian,QuickBites,3.2,1,1,0.6734121511911358,-0.30789200399118016
Galaxy 2 Restaurant,NorthIndian,QuickBites,3.2,1,1,-0.3866126868683609,1.1507694280935417
Chikkanna Tiffin Room,SouthIndian,QuickBites,4.0,1,3,-1.3099871019348948,0.2951338308145862
SLN Lunch Home,SouthIndian,QuickBites,3.9,1,3,-0.31378773768442897,0.171355302010482
Sanman Veg,SouthIndian,QuickBites,3.0,1,0,0.5352338376316153,-0.9125510058218458
Samrudh Veg,SouthIndian,QuickBites,3.6,1,2,-0.8217382724647769,-0.21791359980512215
Mallige,NorthIndian,CasualDining,3.2,2,1,0.09946642308122666,-0.366599788302244
Srinidhi Real Food,SouthIndian,QuickBites,3.6,1,2,1.1976711735245793,-1.1755254679641913
Ambur Star Dum Biriyani,Biryani,QuickBites,3.3,1,1,-1.9152376198274559,-0.18664981390738689
M9 - Citrus Hotels,NorthIndian,CasualDining,3.1,2,0,0.8592214312850245,-0.20343616375273535
Imperio Restaurant,NorthIndian,CasualDining,4.2,2,4,1.4316133430445683,-1.1804801919631371
Zaica Dine & Wine,NorthIndian,CasualDining,3.8,2,4,-0.5071463589703953,1.1961324776250344
HQ,NorthIndian,CasualDining,4.1,3,3,-0.03791124526567546,-0.5765984117937002
The Terrace at Windmills Craftworks,NorthIndian,CasualDining,4.1,3,3,-0.36163144031521166,0.822260887312066
Kava Kitchen & Bar - Fairfield by Marriott,NorthIndian,CasualDining,3.9,3,3,1.1432352598885478,-0.16537493337943643
The Square Table,NorthIndian,CasualDining,4.2,3,3,-0.7994354119442422,-0.3735428642592076
Marigold Fine Dine Restaurant,Continental,CasualDining,4.0,3,3,-0.8304034788393219,0.12490053139167433
Flavours Radha Hometel,NorthIndian,CasualDining,3.0,2,0,0.1734424518105466,0.27622188343928805
Citrus Cafe - Lemon Tree Hotel,NorthIndian,CasualDining,3.8,3,2,-0.6273898876099486,1.3462163384023826
Afoozoo - Ginger Hotel,NorthIndian,CasualDining,3.0,2,0,-1.5762456186791196,-1.0842757462500103
Keys Cafe - Keys Hotel,Chinese,CasualDining,2.8,3,0,-0.3640872270607497,0.5354960479894935
The Restaurant,Continental,CasualDining,3.7,3,2,0.7906660018099089,-0.42828652730249855
HIGH SKY,Continental,CasualDining,3.6,3,2,1.43379543223374,0.38186885027414125
Southern Spice,SouthIndian,CasualDining,3.0,3,0,-1.8294140164908557,0.8212384180172339
Paprica,NorthIndian,CasualDining,2.6,3,0,-1.674683989959668,-1.4989524078892549
Elements - Mapple Express,NorthIndian,CasualDining,2.9,2,0,-0.7393456328325191,-0.4659966269112551
Mega Bite,NorthIndian,CasualDining,3.6,3,2,-0.30176850152628965,0.5468230177562277
Enchanted Garden,NorthIndian,CasualDining,4.3,3,3,-0.04707112604660041,-0.38146239185748126
Cafe Palmyra,Chinese,CasualDining,4.2,4,3,0.8375652803348119,-0.13115202259522785
Buddha Treats,Chinese,CasualDining,4.2,2,3,0.48760586516593857,1.9444092159247373
Bowl N Biryani,Biryani,QuickBites,3.4,2,1,-0.8203752058147828,-0.4456228763974362
Rishitha Restaurant,NorthIndian,QuickBites,3.8,2,2,-0.9720127943432921,1.535076538152692
KA53,NorthIndian,QuickBites,3.7,1,2,-0.8137184906340597,-0.8414550731014211
Roti Ghar Ki,NorthIndian,QuickBites,4.0,1,3,-0.5765412138832678,-1.2574785573108747
BITEBOX,NorthIndian,QuickBites,4.4,1,3,2.6315499957013366,-0.2626307312481507
Rayalseema Kitchens,Andhra,CasualDining,3.7,2,2,-1.7806541240353653,0.7273723590055629
Biryani Day,NorthIndian,CasualDining,3.7,2,2,-1.4477439891758184,-0.01084722672045761
Indian Aroma Cafe,NorthIndian,QuickBites,2.8,1,0,0.9181209361995847,-0.7249234876497054
Dehati Murgee,NorthIndian,QuickBites,4.0,2,3,-1.3129674291117157,-1.0305216935836488
Food Mingo,NorthIndian,QuickBites,3.0,1,0,-0.13133496835760397,0.5635389481239058
Game Of Tandoors,NorthIndian,QuickBites,3.7,1,2,-1.5575172268014452,1.2447528310098026
Yo! Chow,Chinese,CasualDining,4.4,2,4,1.3881601432684094,0.39096658872823653
Food Zone,NorthIndian,QuickBites,3.4,1,1,-1.3202939189421197,2.247189836373426
Jhanhavi Restaurant,NorthIndian,QuickBites,3.1,1,0,-1.4261674057831764,-1.0695261936575715
Udupi Grand Veg,SouthIndian,QuickBites,3.0,1,0,-1.8901131140847454,0.2935033363668067
Chinese Chaska,Chinese,CasualDining,3.1,2,0,-0.3534548043219903,1.8060939793031805
The Bahubali,NorthIndian,CasualDining,3.0,2,0,-0.1282278736945758,0.6458150749133011
Alpha - House of Biryani & Tandoor,Biryani,CasualDining,3.3,2,1,-1.5699355656878378,-1.0120005176626037
Dilli Darbar,NorthIndian,CasualDining,3.4,2,1,-1.2138891889923038,0.40334289180917926
Hyderabad Dawat,Biryani,CasualDining,3.2,2,1,1.3739606288169857,-1.0932987632607254
Tandoori Junction,NorthIndian,QuickBites,3.9,1,3,-1.3042384215054017,-1.693370362606648
Dil Punjabi,NorthIndian,QuickBites,2.6,1,0,-0.1779824116836336,0.10858113372601606
Mahek of Punjab,NorthIndian,QuickBites,2.7,1,0,0.4701935453318626,0.45572467848668147
Punjabi Phulka,NorthIndian,QuickBites,2.8,2,0,0.18522691854415407,-1.7238456502761401
Kitchen Rabbit,NorthIndian,QuickBites,3.6,2,2,-1.2953020530205446,2.005396444916241
Satakarni,Chinese,CasualDining,3.1,2,0,0.14899790090943796,-0.6349668997461776
Vijayawada Heights,NorthIndian,CasualDining,3.0,2,0,0.05572296118174735,-1.5762934481638136
The Combo House,FastFood,QuickBites,3.3,2,1,-0.15446227153902792,-2.2505509995393886
